"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"PS1[90,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[91,12,1]",0.882,0.027,0.819,0.866,0.884,0.9,0.93,1.019,110
"PS1[93,12,1]",0.821,0.053,0.739,0.803,0.827,0.847,0.879,1.141,2300
"PS1[95,12,1]",0.048,0.179,0.01,0.01,0.01,0.01,0.894,1.151,70
"PS1[96,12,1]",0.864,0.152,0.01,0.877,0.89,0.905,0.932,1.212,63
"PS1[98,12,1]",0.856,0.041,0.767,0.834,0.86,0.882,0.92,1.207,1200
"PS1[99,12,1]",0.021,0.094,0.01,0.01,0.01,0.01,0.01,1.241,110
"PS1[100,12,1]",0.73,0.052,0.608,0.699,0.736,0.768,0.813,1.041,77
"PS1[101,12,1]",0.912,0.022,0.861,0.9,0.914,0.927,0.951,1.035,65
"PS1[104,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[106,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[107,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[108,12,1]",0.886,0.024,0.838,0.87,0.886,0.902,0.934,1.051,50
"PS1[109,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[110,12,1]",0.308,0.421,0.01,0.01,0.01,0.886,0.934,23.611,3
"PS1[111,12,1]",0.859,0.031,0.784,0.842,0.862,0.879,0.909,1.02,210
"PS1[112,12,1]",0.838,0.071,0.766,0.821,0.845,0.866,0.894,1.1,370
"PS1[113,12,1]",0.016,0.068,0.01,0.01,0.01,0.01,0.01,1.151,370
"PS1[114,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[115,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[117,12,1]",0.957,0.014,0.929,0.947,0.957,0.966,0.983,1.157,18
"PS1[118,12,1]",0.929,0.017,0.891,0.918,0.929,0.941,0.96,1.122,21
"PS1[119,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[120,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[121,12,1]",0.865,0.028,0.809,0.846,0.866,0.885,0.915,1.006,680
"PS1[122,12,1]",0.422,0.45,0.01,0.01,0.01,0.909,0.951,2.372,4
"PS1[124,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[125,12,1]",0.94,0.016,0.906,0.929,0.941,0.952,0.967,1.058,43
"PS1[126,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[128,12,1]",0.373,0.435,0.01,0.01,0.01,0.888,0.933,3.079,4
"PS1[130,12,1]",0.802,0.247,0.01,0.853,0.878,0.897,0.928,1.104,58
"PS1[131,12,1]",0.941,0.017,0.906,0.93,0.942,0.954,0.976,1.103,26
"PS1[132,12,1]",0.847,0.033,0.774,0.83,0.85,0.87,0.899,1.05,70
"PS1[133,12,1]",0.848,0.04,0.759,0.823,0.85,0.877,0.915,1.036,72
"PS1[136,12,1]",0.947,0.015,0.915,0.937,0.947,0.958,0.974,1.053,54
"PS1[137,12,1]",0.927,0.024,0.872,0.913,0.929,0.944,0.966,1.237,13
"PS1[139,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[141,12,1]",0.01,0.014,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[143,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[144,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[147,12,1]",0.08,0.235,0.01,0.01,0.01,0.01,0.883,1.153,41
"PS1[149,12,1]",0.697,0.358,0.01,0.835,0.875,0.896,0.928,2.259,5
"PS1[150,12,1]",0.269,0.406,0.01,0.01,0.01,0.883,0.934,1.004,600
"PS1[151,12,1]",0.884,0.024,0.831,0.87,0.886,0.901,0.927,1.069,43
"PS1[159,12,1]",0.92,0.02,0.878,0.908,0.92,0.933,0.955,1.09,31
"PS1[164,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[165,12,1]",0.721,0.376,0.01,0.883,0.913,0.929,0.958,1.205,17
"PS1[166,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[167,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[168,12,1]",0.01,0.017,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[169,12,1]",0.778,0.233,0.01,0.818,0.845,0.867,0.906,1.367,16
"PS1[170,12,1]",0.023,0.107,0.01,0.01,0.01,0.01,0.01,1.279,77
"PS1[171,12,1]",0.011,0.035,0.01,0.01,0.01,0.01,0.01,1.293,600
"PS1[172,12,1]",0.441,0.435,0.01,0.01,0.01,0.88,0.924,1.323,10
"PS1[173,12,1]",0.011,0.03,0.01,0.01,0.01,0.01,0.01,1.168,1700
"PS1[174,12,1]",0.945,0.023,0.909,0.936,0.946,0.955,0.971,1.284,320
"PS1[175,12,1]",0.361,0.421,0.01,0.01,0.01,0.857,0.912,1.102,25
"PS1[176,12,1]",0.012,0.037,0.01,0.01,0.01,0.01,0.01,1.131,1300
"PS1[177,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[178,12,1]",0.714,0.285,0.01,0.786,0.824,0.848,0.888,1.655,8
"PS1[179,12,1]",0.647,0.328,0.01,0.75,0.807,0.831,0.872,1.017,180
"PS1[181,12,1]",0.885,0.037,0.829,0.871,0.889,0.904,0.928,1.135,200
"PS1[182,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[185,12,1]",0.564,0.39,0.01,0.01,0.819,0.851,0.886,17.604,3
"PS1[186,12,1]",0.853,0.036,0.771,0.831,0.857,0.879,0.908,1.016,170
"PS1[188,12,1]",0.844,0.044,0.766,0.822,0.848,0.872,0.903,1.122,1200
"PS1[190,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[192,12,1]",0.874,0.029,0.818,0.855,0.873,0.894,0.926,1.042,61
"PS1[196,12,1]",0.012,0.035,0.01,0.01,0.01,0.01,0.01,1.135,1500
"PS1[197,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[198,12,1]",0.881,0.027,0.824,0.863,0.88,0.898,0.933,1.052,46
"PS1[199,12,1]",0.856,0.035,0.773,0.837,0.86,0.88,0.912,1.152,20
"PS1[200,12,1]",0.833,0.036,0.755,0.81,0.836,0.86,0.891,1.022,100
"PS1[201,12,1]",0.011,0.023,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[203,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[204,12,1]",0.901,0.022,0.855,0.887,0.902,0.917,0.939,1.047,52
"PS1[205,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[206,12,1]",0.871,0.039,0.813,0.854,0.873,0.891,0.921,1.125,2400
"PS1[207,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[208,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[210,12,1]",0.861,0.03,0.791,0.844,0.864,0.881,0.913,1.073,64
"PS1[211,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[213,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[216,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[217,12,1]",0.908,0.024,0.86,0.893,0.909,0.925,0.951,1.153,18
"PS1[219,12,1]",0.873,0.031,0.804,0.855,0.875,0.894,0.926,1.083,37
"PS1[220,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[221,12,1]",0.897,0.023,0.85,0.883,0.899,0.913,0.94,1.138,19
"PS1[223,12,1]",0.849,0.081,0.771,0.835,0.858,0.88,0.911,1.3,130
"PS1[224,12,1]",0.013,0.05,0.01,0.01,0.01,0.01,0.01,1.067,2200
"PS1[225,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[226,12,1]",0.913,0.021,0.867,0.9,0.915,0.928,0.951,1.148,18
"PS1[227,12,1]",0.01,0.015,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[228,12,1]",0.011,0.028,0.01,0.01,0.01,0.01,0.01,1.292,1000
"PS1[230,12,1]",0.873,0.035,0.816,0.855,0.874,0.891,0.925,1.268,3000
"PS1[231,12,1]",0.753,0.052,0.642,0.72,0.759,0.79,0.839,1.014,180
"PS1[232,12,1]",0.417,0.452,0.01,0.01,0.01,0.916,0.954,2.655,4
"PS1[233,12,1]",0.974,0.009,0.954,0.968,0.975,0.981,0.99,1.09,27
"PS1[235,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[236,12,1]",0.351,0.428,0.01,0.01,0.01,0.878,0.926,1.631,7
"PS1[237,12,1]",0.831,0.052,0.754,0.812,0.834,0.857,0.894,1.06,3000
"PS1[239,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[244,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[245,12,1]",0.058,0.199,0.01,0.01,0.01,0.01,0.876,1.049,180
"PS1[246,12,1]",0.015,0.062,0.01,0.01,0.01,0.01,0.01,1.11,640
"PS1[248,12,1]",0.861,0.033,0.791,0.846,0.863,0.88,0.914,1.241,590
"PS1[249,12,1]",0.01,0.015,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[250,12,1]",0.01,0.014,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[252,12,1]",0.062,0.198,0.01,0.01,0.01,0.01,0.828,1.132,57
"PS1[253,12,1]",0.011,0.036,0.01,0.01,0.01,0.01,0.01,1.293,600
"PS1[255,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[258,12,1]",0.215,0.371,0.01,0.01,0.01,0.01,0.915,1.797,6
"PS1[259,12,1]",0.5,0.422,0.01,0.01,0.832,0.869,0.905,1.039,56
"PS1[260,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[261,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[262,12,1]",0.785,0.264,0.01,0.851,0.87,0.889,0.919,1.139,36
"PS1[265,12,1]",0.81,0.038,0.722,0.788,0.813,0.836,0.875,1.021,120
"PS1[266,12,1]",0.733,0.313,0.01,0.833,0.863,0.883,0.915,1.13,31
"PS1[269,12,1]",0.852,0.035,0.774,0.837,0.856,0.874,0.901,1.227,3000
"PS1[271,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[272,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[273,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[274,12,1]",0.013,0.055,0.01,0.01,0.01,0.01,0.01,1.248,360
"PS1[275,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[276,12,1]",0.849,0.034,0.779,0.83,0.85,0.87,0.913,1.008,310
"PS1[277,12,1]",0.774,0.046,0.67,0.748,0.781,0.808,0.847,1.056,64
"PS1[279,12,1]",0.9,0.022,0.85,0.888,0.902,0.916,0.937,1.112,25
"PS1[281,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[282,12,1]",0.908,0.027,0.847,0.893,0.911,0.927,0.953,1.07,42
"PS1[284,12,1]",0.919,0.019,0.879,0.906,0.919,0.933,0.953,1.01,210
"PS1[285,12,1]",0.01,0.015,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[286,12,1]",0.015,0.064,0.01,0.01,0.01,0.01,0.01,1.2,340
"PS1[287,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[288,12,1]",0.017,0.076,0.01,0.01,0.01,0.01,0.01,1.255,170
"PS1[290,12,1]",0.011,0.023,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[291,12,1]",0.048,0.174,0.01,0.01,0.01,0.01,0.846,1.041,270
"PS1[292,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[295,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[296,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[297,12,1]",0.898,0.024,0.845,0.885,0.901,0.914,0.941,1.053,65
"PS1[303,12,1]",0.011,0.031,0.01,0.01,0.01,0.01,0.01,1.164,1700
"PS1[305,12,1]",0.068,0.209,0.01,0.01,0.01,0.01,0.837,1.054,130
"PS1[318,12,1]",0.062,0.2,0.01,0.01,0.01,0.01,0.835,1.019,420
"PS1[319,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[320,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[321,12,1]",0.052,0.189,0.01,0.01,0.01,0.01,0.892,1.344,24
"PS1[326,12,1]",0.01,0.015,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[327,12,1]",0.011,0.023,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[329,12,1]",0.949,0.014,0.921,0.94,0.949,0.958,0.973,1.01,300
"PS1[330,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[331,12,1]",0.995,0.003,0.986,0.993,0.996,0.998,0.999,1.119,23
"PS1[332,12,1]",0.893,0.027,0.832,0.877,0.896,0.912,0.939,1.128,21
"PS1[334,12,1]",0.014,0.06,0.01,0.01,0.01,0.01,0.01,1.228,300
"PS1[335,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[336,12,1]",0.693,0.334,0.01,0.806,0.848,0.874,0.909,1.968,5
"PS1[337,12,1]",0.154,0.308,0.01,0.01,0.01,0.01,0.852,1.022,150
"PS1[338,12,1]",0.925,0.048,0.884,0.916,0.928,0.941,0.961,1.292,330
"PS1[339,12,1]",0.011,0.022,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[340,12,1]",0.864,0.033,0.787,0.845,0.867,0.887,0.921,1.027,88
"PS1[342,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[343,12,1]",0.849,0.033,0.78,0.828,0.851,0.872,0.908,1.012,220
"PS1[346,12,1]",0.331,0.431,0.01,0.01,0.01,0.896,0.947,1.019,120
"PS1[348,12,1]",0.302,0.414,0.01,0.01,0.01,0.873,0.921,233.418,3
"PS1[349,12,1]",0.877,0.024,0.83,0.861,0.877,0.892,0.924,1.071,39
"PS1[351,12,1]",0.89,0.043,0.835,0.877,0.893,0.907,0.932,1.069,3000
"PS1[352,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[353,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[354,12,1]",0.057,0.197,0.01,0.01,0.01,0.01,0.893,1.054,170
"PS1[357,12,1]",0.014,0.06,0.01,0.01,0.01,0.01,0.01,1.262,250
"PS1[359,12,1]",0.895,0.021,0.85,0.882,0.895,0.909,0.933,1.038,59
"PS1[360,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[362,12,1]",0.015,0.068,0.01,0.01,0.01,0.01,0.01,1.301,160
"PS1[363,12,1]",0.722,0.297,0.01,0.809,0.841,0.863,0.895,1.449,10
"PS1[364,12,1]",0.873,0.026,0.82,0.856,0.876,0.89,0.922,1.054,45
"PS1[365,12,1]",0.704,0.27,0.01,0.765,0.806,0.83,0.864,1.291,16
"PS1[366,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[367,12,1]",0.774,0.221,0.01,0.805,0.838,0.859,0.886,1.27,23
"PS1[369,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[370,12,1]",0.447,0.4,0.01,0.01,0.754,0.818,0.867,1.096,26
"PS1[372,12,1]",0.902,0.041,0.843,0.888,0.905,0.919,0.948,1.288,280
"PS1[373,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[374,12,1]",0.878,0.026,0.817,0.863,0.881,0.897,0.921,1.012,340
"PS1[375,12,1]",0.733,0.055,0.609,0.7,0.74,0.773,0.821,1.012,380
"PS1[376,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[378,12,1]",0.06,0.203,0.01,0.01,0.01,0.01,0.895,1.154,54
"PS1[379,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[380,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[381,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[382,12,1]",0.839,0.211,0.01,0.872,0.893,0.909,0.934,1.12,69
"PS1[383,12,1]",0.011,0.021,0.01,0.01,0.01,0.01,0.01,1.105,3000
"PS1[384,12,1]",0.975,0.009,0.955,0.97,0.977,0.982,0.99,1.074,32
"PS1[385,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[392,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[399,12,1]",0.909,0.027,0.858,0.897,0.912,0.924,0.945,1.265,1000
"PS1[400,12,1]",0.896,0.022,0.851,0.881,0.895,0.912,0.939,1.038,59
"PS1[401,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[402,12,1]",0.01,0.014,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[404,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[405,12,1]",0.019,0.089,0.01,0.01,0.01,0.01,0.01,1.235,150
"PS1[406,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[407,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[409,12,1]",0.011,0.02,0.01,0.01,0.01,0.01,0.01,1.105,3000
"PS1[410,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[411,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[413,12,1]",0.317,0.398,0.01,0.01,0.01,0.812,0.892,1.319,10
"PS1[414,12,1]",0.916,0.019,0.879,0.904,0.918,0.93,0.951,1.011,190
"PS1[416,12,1]",0.319,0.409,0.01,0.01,0.01,0.847,0.905,1.244,12
"PS1[417,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[419,12,1]",0.025,0.114,0.01,0.01,0.01,0.01,0.01,1.059,460
"PS1[420,12,1]",0.558,0.444,0.01,0.01,0.899,0.923,0.948,1.559,7
"PS1[421,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[422,12,1]",0.224,0.346,0.01,0.01,0.01,0.706,0.849,1.051,52
"PS1[424,12,1]",0.014,0.054,0.01,0.01,0.01,0.01,0.01,1.052,2000
"PS1[425,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[426,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[427,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[428,12,1]",0.884,0.024,0.831,0.871,0.885,0.899,0.931,1.05,52
"PS1[429,12,1]",0.848,0.03,0.782,0.83,0.85,0.869,0.899,1.041,62
"PS1[430,12,1]",0.7,0.345,0.01,0.812,0.864,0.893,0.925,1.463,9
"PS1[431,12,1]",0.347,0.408,0.01,0.01,0.01,0.832,0.885,1.349,10
"PS1[432,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[433,12,1]",0.862,0.028,0.805,0.842,0.865,0.883,0.91,1.019,160
"PS1[435,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[436,12,1]",0.795,0.06,0.655,0.761,0.806,0.839,0.884,1.293,14
"PS1[437,12,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[438,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[439,12,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[6,13,1]",0.943,0.015,0.913,0.933,0.943,0.953,0.97,1.051,44
"PS1[7,13,1]",0.158,0.326,0.01,0.01,0.01,0.01,0.902,1.131,29
"PS1[8,13,1]",0.874,0.026,0.817,0.858,0.875,0.891,0.923,1.012,1200
"PS1[9,13,1]",0.934,0.018,0.895,0.922,0.936,0.947,0.961,1.215,14
"PS1[10,13,1]",0.013,0.051,0.01,0.01,0.01,0.01,0.01,1.248,360
"PS1[11,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[12,13,1]",0.917,0.019,0.877,0.905,0.918,0.929,0.953,1.046,56
"PS1[13,13,1]",0.45,0.403,0.01,0.01,0.751,0.827,0.877,1.693,6
"PS1[16,13,1]",0.011,0.022,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[19,13,1]",0.9,0.084,0.864,0.893,0.908,0.923,0.946,1.14,380
"PS1[20,13,1]",0.853,0.047,0.782,0.834,0.856,0.878,0.908,1.068,3000
"PS1[21,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[22,13,1]",0.017,0.079,0.01,0.01,0.01,0.01,0.01,1.223,230
"PS1[23,13,1]",0.86,0.031,0.786,0.841,0.862,0.882,0.91,1.017,400
"PS1[24,13,1]",0.881,0.03,0.829,0.865,0.881,0.898,0.926,1.251,220
"PS1[27,13,1]",0.07,0.222,0.01,0.01,0.01,0.01,0.9,1.19,37
"PS1[32,13,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[36,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[40,13,1]",0.602,0.42,0.01,0.01,0.881,0.912,0.94,149.743,3
"PS1[43,13,1]",0.868,0.028,0.808,0.853,0.87,0.886,0.916,1.027,120
"PS1[44,13,1]",0.904,0.023,0.855,0.889,0.905,0.92,0.943,1.069,34
"PS1[46,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[47,13,1]",0.017,0.08,0.01,0.01,0.01,0.01,0.01,1.121,410
"PS1[48,13,1]",0.506,0.441,0.01,0.01,0.868,0.902,0.931,1.128,20
"PS1[49,13,1]",0.61,0.403,0.01,0.01,0.865,0.892,0.922,5.439,3
"PS1[50,13,1]",0.348,0.404,0.01,0.01,0.01,0.828,0.869,3.066,4
"PS1[51,13,1]",0.931,0.019,0.887,0.92,0.933,0.945,0.962,1.043,58
"PS1[52,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[53,13,1]",0.01,0.016,0.01,0.01,0.01,0.01,0.01,1.291,3000
"PS1[54,13,1]",0.94,0.016,0.904,0.931,0.941,0.951,0.968,1.069,38
"PS1[55,13,1]",0.381,0.42,0.01,0.01,0.01,0.854,0.904,1.054,42
"PS1[56,13,1]",0.991,0.005,0.979,0.988,0.992,0.995,0.998,1.088,28
"PS1[57,13,1]",0.887,0.026,0.829,0.872,0.888,0.904,0.934,1.025,110
"PS1[58,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[59,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[60,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[64,13,1]",0.807,0.047,0.695,0.786,0.813,0.838,0.873,1.225,110
"PS1[65,13,1]",0.097,0.265,0.01,0.01,0.01,0.01,0.919,1.484,11
"PS1[66,13,1]",0.746,0.049,0.639,0.715,0.751,0.782,0.828,1.018,170
"PS1[72,13,1]",0.857,0.028,0.795,0.841,0.86,0.876,0.905,1.016,600
"PS1[73,13,1]",0.853,0.031,0.784,0.835,0.855,0.874,0.91,1.081,87
"PS1[74,13,1]",0.339,0.416,0.01,0.01,0.01,0.852,0.899,1.269,12
"PS1[75,13,1]",0.011,0.023,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[77,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[82,13,1]",0.952,0.014,0.922,0.944,0.953,0.962,0.974,1.054,43
"PS1[83,13,1]",0.017,0.079,0.01,0.01,0.01,0.01,0.01,1.194,230
"PS1[84,13,1]",0.263,0.398,0.01,0.01,0.01,0.862,0.92,1.212,15
"PS1[85,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[86,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[87,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[88,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[89,13,1]",0.935,0.016,0.901,0.924,0.936,0.946,0.964,1.02,110
"PS1[91,13,1]",0.878,0.023,0.828,0.863,0.878,0.894,0.921,1.016,180
"PS1[93,13,1]",0.827,0.06,0.743,0.81,0.835,0.857,0.886,1.142,560
"PS1[101,13,1]",0.921,0.02,0.877,0.908,0.921,0.934,0.958,1.041,81
"PS1[104,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[106,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[107,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[108,13,1]",0.881,0.026,0.824,0.864,0.882,0.899,0.928,1.027,100
"PS1[109,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[110,13,1]",0.59,0.411,0.01,0.01,0.861,0.891,0.929,136.639,3
"PS1[111,13,1]",0.864,0.087,0.809,0.854,0.874,0.89,0.917,1.285,110
"PS1[112,13,1]",0.85,0.034,0.779,0.828,0.852,0.875,0.91,1.079,30
"PS1[113,13,1]",0.011,0.024,0.01,0.01,0.01,0.01,0.01,1.291,1500
"PS1[114,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[115,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[117,13,1]",0.956,0.015,0.926,0.945,0.956,0.967,0.982,1.252,12
"PS1[118,13,1]",0.921,0.018,0.884,0.91,0.922,0.933,0.954,1.158,17
"PS1[119,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[120,13,1]",0.012,0.045,0.01,0.01,0.01,0.01,0.01,1.017,3000
"PS1[122,13,1]",0.35,0.437,0.01,0.01,0.01,0.903,0.946,4.082,3
"PS1[124,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[125,13,1]",0.923,0.101,0.894,0.922,0.935,0.947,0.966,1.169,260
"PS1[128,13,1]",0.443,0.442,0.01,0.01,0.01,0.894,0.937,2.082,5
"PS1[131,13,1]",0.943,0.018,0.906,0.932,0.944,0.956,0.978,1.09,28
"PS1[136,13,1]",0.945,0.016,0.909,0.935,0.946,0.957,0.971,1.108,23
"PS1[139,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[143,13,1]",0.01,0,0.01,0.01,0.01,0.01,0.01,1,1
"PS1[147,13,1]",0.034,0.141,0.01,0.01,0.01,0.01,0.831,1.319,39
